day,DVS,LAI,TAGP,TWSO,TWLV,TWST,TWRT,TRA,RD,SM,WWLOW,LAT,LON,ELEV,IRRAD,TMIN,TMAX,VAP,RAIN,E0,ES0,ET0,WIND,SNOWDEPTH,year,crop,site
2012-08-01,,,,,,,,,,0.3129386,,31.0,31.0,-99.0,27270000.0,24.79,35.06,31.28368323691673,0.0,0.8378549911065436,0.7508470185819011,0.6675265167702233,3.32,0.0,2012,wheat,NileDelta
2012-08-02,,,,,,,,,,0.3129386,,31.0,31.0,-99.0,26740000.0,25.04,34.9,31.75333150591154,0.0,0.8198445933057897,0.7344857762096828,0.6485470168903223,3.16,0.0,2012,wheat,NileDelta
2012-08-03,,,,,,,,,,0.3129386,,31.0,31.0,-99.0,27870000.0,24.71,34.27,31.13468082235777,0.0,0.8381301593946991,0.7496333290297199,0.6570744423801962,3.39,0.0,2012,wheat,NileDelta
2012-08-04,,,,,,,,,,0.3129386,,31.0,31.0,-99.0,27740000.0,24.14,33.64,30.090837258189378,0.0,0.839815830159368,0.752326921200423,0.6550856502151149,4.0,0.0,2012,wheat,NileDelta
2012-08-05,,,,,,,,,,0.3129386,,31.0,31.0,-99.0,27670000.0,25.06,33.97,31.79116756094146,0.0,0.8576978665983027,0.76981164626447,0.6580514810576197,4.33,0.0,2012,wheat,NileDelta
2012-08-06,,,,,,,,,,0.3129386,,31.0,31.0,-99.0,27310000.0,24.11,36.31,30.03675425573542,0.0,0.8520377951723328,0.7646325523298474,0.704525581596761,3.26,0.0,2012,wheat,NileDelta
2012-08-07,,,,,,,,,,0.3129386,,31.0,31.0,-99.0,27750000.0,25.14,37.44,31.94290518061193,0.0,0.8660412275777644,0.7762149818675519,0.7113336052386299,2.74,0.0,2012,wheat,NileDelta
2012-08-08,,,,,,,,,,0.3129386,,31.0,31.0,-99.0,27380000.0,25.37,37.79,32.38267391663018,0.0,0.8493622363583041,0.7604720461078674,0.6942397340363644,2.34,0.0,2012,wheat,NileDelta
2012-08-09,,,,,,,,,,0.3129386,,31.0,31.0,-99.0,27660000.0,25.29,37.31,32.22911594596317,0.0,0.8373375586409922,0.7477934800719549,0.6840387672370876,2.23,0.0,2012,wheat,NileDelta
2012-08-10,,,,,,,,,,0.3129386,,31.0,31.0,-99.0,26920000.0,26.36,36.9,34.33641254140885,0.0,0.822612038646971,0.7351711840304643,0.6555775795304595,2.12,0.0,2012,wheat,NileDelta
